index,word,occurrence
2420,luck,5
2554,lucky,9
5693,lugged,2
6677,lull,1
4459,lulled,1
8223,lumber,7
6204,luminous,1
1441,lump,33
4795,lunch,12
5217,lunged,3
5600,lunging,1
3713,lungs,12
3624,lurching,1
9619,lure,1
6823,lured,1
4590,lurking,7
5500,luscious,1
941,lush,6
4062,lust,6
6115,lustrous,2
8124,luxuries,1
4966,luxury,2
1530,lying,17
2073,m,3
5509,maam,1
1618,mace,13
6281,mad,13
6279,madder,1
204,made,351
6393,madly,1
5855,madness,7
9062,madwoman,2
9508,maelstrom,1
330,magic,469
2654,magical,1
6317,magiche,1
7853,magics,2
7474,magicso,1
7750,magnificent,3
9641,magnitude,1
4724,mail,9
829,main,13
3655,maintain,2
1741,maintained,4
8703,majestic,2
7542,majesty,16
7882,majestygillers,1
3563,major,1
911,make,304
3085,makes,37
5368,makeshift,2
40,making,141
5105,makings,1
8191,male,6
6746,malice,3
179,man,531
8958,manacles,3
1709,manage,8
1583,managed,28
7552,mandate,1
6778,maneuver,2
4904,mangled,1
353,manhood,2
5331,manicured,1
9632,manifested,1
8685,manmade,1
1263,manner,29
2701,manners,2
1240,mans,74
4667,mantel,4
120,mantle,1
7230,mantrouble,1
174,many,172
2778,manytaken,1
8853,map,4
4149,maple,4
107,maples,3
9449,maps,4
9053,marauded,1
8525,marauding,1
1729,marble,20
7937,march,5
2240,marched,11
4139,mark,9
8218,marked,3
5616,markers,1
8621,market,1
7142,marks,3
4958,married,2
5562,marrying,1
9477,marshal,1
8689,marveled,4
5071,marvelous,2
6344,mash,2
6818,mashed,2
7340,mask,3
9691,masked,1
3658,mass,15
5705,masse,2
1536,massive,9
2987,master,129
9245,mastering,1
6045,masters,10
9469,mastery,2
862,mat,6
4769,match,9
1422,matched,6
5665,matching,1
3088,mate,47
6994,materialize,3
2643,materialized,2
5168,materializing,3
6740,materials,1
8940,mates,3
5330,mats,1
5873,matted,6
441,matter,101
4240,mattered,16
3973,matters,25
4539,maw,4
1239,may,136
586,maybe,196
9383,mayhem,1
7004,maze,1
8681,mazes,1
1042,me,1318
4786,meadow,1
6658,meager,1
2700,meal,20
3319,meals,3
1447,mean,144
9165,meandered,1
7740,meandering,1
7465,meaner,4
7951,meanest,2
3905,meaning,14
5002,meaningful,5
6290,meaningfully,5
6090,meaningless,1
217,means,32
344,meant,76
6323,meantime,2
4235,measure,3
786,measured,5
9244,measures,1
3597,measuring,2
439,meat,44
1800,meats,1
5385,medicines,1
9596,meditating,1
8441,meeasy,1
7271,meekly,1
573,meet,23
1731,meeting,8
6631,meetings,1
6295,meets,1
2125,mehe,1
7038,melon,1
8894,melons,1
5079,melt,4
1727,melted,14
9718,melting,2
5635,member,4
6554,members,5
2526,membranes,1
4153,memorial,1
4028,memories,10
3383,memorized,1
561,memory,27
796,men,319
5488,menace,2
3765,menacing,4
4325,menacingly,1
7275,mending,1
5475,mens,3
2415,mental,6
506,mentally,1
1164,mention,11
8082,mentioned,1
8283,merchants,2
5026,merciful,2
9557,merciless,1
5868,mercy,12
3675,mere,11
1590,merely,9
8442,merit,1
6188,merry,1
1572,mess,8
271,message,16
8258,messagein,1
7891,messenger,1
7493,metal,9
3817,metallic,6
8495,methodically,1
7448,meticulously,1
4192,mice,6
245,michael,166
703,michaels,32
9658,michales,1
2897,mid,1
1349,midair,6
3766,midchew,1
3710,midday,6
3396,middle,29
1181,midheight,1
2930,midlanders,1
1521,midlands,137
8203,midlandshated,1
4747,midmorning,4
9621,midnight,1
4422,midst,3
2637,midstep,1
1209,midstride,3
2451,midswat,1
5198,midswing,1
6473,midway,1
221,might,145
4504,mightily,5
4156,mighty,3
4660,mild,1
4577,mile,3
6058,milena,25
6080,milenas,2
1140,miles,3
8287,military,1
8222,mill,16
8405,miller,1
8682,mimic,1
6160,mimicked,1
89,mind,214
2048,minds,4
1637,mine,36
5301,mingled,1
6937,mingling,2
8549,minimum,2
6726,minions,1
8734,minister,1
4628,ministering,1
7530,ministers,1
3565,minor,2
5461,minus,1
4457,minute,28
2917,minutes,19
5355,mire,1
3828,mirror,16
8373,misbehaved,1
1599,mischievous,3
1025,miscue,2
8991,misery,1
5389,misfit,1
2984,mishandled,2
5720,misinterpretation,1
7366,misinterpreted,1
9578,misjudged,1
870,miss,17
5382,missed,13
5308,misshapen,1
902,missing,9
5390,mission,2
8279,missionaries,3
6562,missionary,3
1184,mist,26
1196,mistake,44
1612,mistaken,2
8814,mistakenly,1
3513,mistakes,1
6687,mistaking,2
5920,mistook,1
7032,mistress,163
7696,mistresss,2
5664,misty,2
8613,misunderstood,1
5673,mix,4
6807,mixed,2
5058,mixing,8
3484,mixture,2
49,moan,11
3571,moaned,10
4426,moans,2
7826,moat,1
4313,mob,8
4163,mock,6
5721,mocked,4
3007,mocks,1
4467,mode,1
7298,moist,1
6752,molded,1
9533,molested,1
4053,molten,2
1065,moment,136
4499,momentarily,2
6757,momentary,3
4432,moments,11
8374,momentum,1
5122,monarchs,1
2973,money,2
5503,moneys,1
4406,monotonous,2
7705,monster,2
2544,monsters,2
8837,month,4
3438,months,3
1578,mood,21
2586,moon,8
2582,moonlight,13
7707,moonlit,2
1979,mop,1
8015,mops,1
8980,mord,2
8882,mordsith,59
226,more,570
9002,moresleep,1
53,morning,63
1329,mortal,5
3463,mortar,3
4601,mortified,1
5130,mosquitoes,3
531,moss,10
8559,mosscovered,1
2447,mossy,5
148,most,169
1114,mostly,23
2641,moth,1
362,mother,191
1690,mothers,14
2484,motion,4
1086,motioned,19
5691,motioning,2
2478,motionless,6
7812,motions,1
8416,motivation,1
7804,motives,1
5465,mottled,1
1809,mounds,1
4778,mount,3
1176,mountain,8
4239,mountains,22
7599,mountainside,1
4812,mounted,7
6965,mourn,3
9631,mourned,2
2828,mournful,3
5185,mournfully,1
4502,mouse,2
2453,mouth,139
8169,mouthful,1
6340,mouthpiece,2
8253,mouths,2
2234,move,103
256,moved,81
753,movement,21
6710,movements,4
5723,moves,3
640,moving,43
8020,mr,2
184,much,249
3470,mud,138
4805,muddy,7
8340,mudit,1
5572,muffled,4
3325,mug,2
4618,mugs,1
8551,mull,1
8388,mulled,1
8507,multiply,1
6194,mum,1
2115,mumbled,3
5767,mumbling,2
1482,murder,21
281,murdered,12
665,murderer,5
8149,murderers,1
4990,murderous,4
8437,murders,1
5939,murk,2
5184,murky,3
9021,murmur,2
5181,murmured,2
2036,murmurs,3
6413,muscle,9
1216,muscled,6
423,muscles,48
6792,muscular,1
5857,mused,1
9097,mush,1
3747,mushroom,1
7656,mushroomed,1
6229,music,3
7171,musicians,2
4647,mussed,4
1503,must,350
1983,mustache,1
6801,mustnt,6
8032,musty,1
9419,mute,2
2437,muted,2
8363,muting,1
3616,muttered,7
3978,muttering,4
6831,muzzle,3
1418,my,924
2717,myself,51
8809,mysterious,1
7118,mystery,3
7923,myth,1
2713,n,2
2442,nagged,4
667,nagging,2
2230,nail,1
7679,nails,1
3216,naked,20
9539,nakedness,1
153,name,145
1179,named,27
173,names,15
3867,naming,5
482,nannyberry,1
5810,nap,1
2692,napkin,1
9298,naps,1
1076,narrow,17
2281,narrowed,18
4581,narrower,2
5543,narrowing,2
5601,narrowly,1
5827,narrows,27
6044,nass,37
9491,nasss,4
8571,nasty,4
5333,native,3
1764,natural,4
1473,nature,16
8912,naughty,1
472,nausea,2
7143,nauseated,1
7383,nave,1
5759,navel,1
496,near,92
3147,nearby,12
1197,neared,2
5178,nearer,3
8277,nearing,1
3124,nearly,20
3728,neatly,4
3098,necessary,24
949,neck,117
5734,necklace,11
5698,necklaces,3
2519,necks,3
1268,need,205
622,needed,61
5074,needful,1
5922,needing,1
7974,needle,2
863,needles,13
2058,needless,3
9217,neednt,1
992,needs,16
9295,neigh,2
8163,neighbor,1
1464,neighbors,5
3248,neither,20
4356,nerve,2
9418,nerves,1
6982,nervous,6
7308,nervously,3
9397,nest,2
3082,nested,2
487,nestled,4
9441,nets,1
6719,neutral,1
367,never,303
4781,nevertheless,1
119,new,78
7061,newest,2
273,news,6
237,next,175
3773,nibbled,7
4367,nice,28
7985,nicelooking,1
4652,nicely,3
7639,nicer,1
7533,nicest,6
8688,niches,1
6999,nicked,1
7240,niece,5
607,night,270
9127,nightclothes,2
4605,nightdress,1
4839,nightfall,4
2560,nightmare,9
5404,nightmares,7
3348,nightmareseveryones,1
3349,nightmareswere,1
123,nights,5
7169,nighttime,1
7293,nipples,1
8603,nips,1
7129,nissel,24
7141,nissels,1
249,no,1013
4375,noble,6
7417,nobody,7
6988,nocked,3
5802,nocturnal,1
1277,nod,50
1081,nodded,249
4436,nodding,6
4371,nods,3
927,nohe,1
7488,noise,5
4858,noises,4
8527,noisy,3
1874,noncommittally,3
102,none,93
1242,nonetheless,14
1664,nonsense,4
7165,nonstop,1
9432,nook,1
3121,noon,3
8637,noonday,1
3904,nor,16
106,normal,12
5420,normally,1
734,north,6
6463,northeast,5
2822,northern,1
9273,northwest,1
2555,nose,24
8252,noses,2
6826,nostrils,5
152,not,1407
4072,notch,1
8055,notched,1
4793,note,5
5486,noted,4
288,nothing,242
3916,nothingness,9
1428,notice,9
1400,noticed,25
3851,noticing,2
343,now,480
1138,nowhere,12
2145,numb,5
516,numbed,1
3457,number,12
6243,numbers,8
9134,numbing,1
6247,numbly,10
4560,nuzzled,3
6830,nuzzling,2
7043,o,1
2266,oak,9
135,oaks,6
3924,oath,4
2457,obey,1
2328,obeyed,1
4516,object,14
3519,objection,5
3958,objections,2
6896,objective,1
5700,objects,3
4938,obligation,2
4934,obligations,1
6983,oblivion,1
1935,observed,2
8861,observing,1
1251,obstacle,3
8518,obstinate,1
5641,obtaining,1
7112,obvious,5
1249,obviously,12
1567,occasion,2
1890,occasional,3
3331,occasionally,19
2440,occasions,1
9704,occupation,1
8577,occupations,1
8400,occupiers,1
2981,occupies,1
1411,occurred,4
8639,ocean,1
1435,odd,37
7131,oddest,2
9356,oddlack,1
11,oddlooking,1
5450,oddly,1
9236,odds,1
28,of,5748
117,off,481
6715,offend,2
3621,offender,1
5792,offense,3
8769,offenses,1
315,offer,20
354,offered,47
1102,offering,20
6614,offerings,1
6877,offers,1
7842,offhandedly,1
9700,officer,2
9706,officers,2
3534,official,4
8195,offspring,4
8145,offspringforever,1
8999,ofno,1
7209,ofsilence,1
209,often,30
4129,ofthe,1
2950,oh,31
5451,oil,5
5271,oilcloth,4
8743,oily,2
3016,ointment,4
178,old,210
248,older,13
5642,oldest,5
6666,omen,1
3907,ominous,1
7072,omitting,1
258,on,1848
195,once,168
429,one,1108
8355,onearmed,1
9250,onedimensional,2
6582,oneroom,1
7844,onerous,2
167,ones,63
8499,onesided,1
1818,onion,1
7499,onions,1
8694,onkahlan,1
6952,onlookers,2
194,only,624
503,onto,38
4039,onward,2
5246,oozed,3
477,oozing,1
726,open,170
5400,openbut,1
2374,opened,51
3036,opening,41
7907,openings,1
2096,openly,3
1645,openness,1
3524,opens,5
3520,opinion,3
6737,opportunities,1
3034,opportunity,8
7549,opposes,1
712,opposite,25
4207,opposition,2
7564,oppression,1
7719,oppressive,3
5132,oppressively,1
4981,oppressors,1
7097,option,2
887,options,3
213,or,508
5818,orange,3
7094,ordeal,1
3342,orden,47
3946,order,38
4355,ordered,10
664,orders,18
6604,ordinarily,1
3932,ordinary,3
6193,ores,1
6414,organ,1
5258,oriented,1
5972,ornate,1
9219,ornately,1
2142,orphan,1
8592,orphanages,5
358,orphaned,1
598,other,502
99,others,159
2510,otherwise,21
9503,otherworldly,1
8454,ought,2
6376,ounce,1
1056,our,218
6495,ours,4
4229,ourselves,10
57,out,996
8382,outcropping,3
4818,outcroppings,2
9499,outdid,1
5054,outdo,1
6161,outdoor,1
7468,outer,6
8010,outerwall,1
3241,outfit,7
4686,outfitted,1
2951,outlawed,5
2959,outlawing,2
8053,outline,1
1760,outlying,1
6652,outnumber,1
7809,outrage,1
8428,outrageous,1
8633,outrages,1
888,outrun,2
1951,outside,46
6523,outsider,4
6460,outsiders,16
3213,outstretched,6
1343,outward,3
6343,oven,1
6745,ovens,2
417,over,677
8813,overcame,1
3129,overcast,6
8773,overcharging,1
8606,overcome,2
6678,overconfidence,1
5809,overconfident,1
8052,overfeed,1
8616,overflowed,1
7168,overflowing,1
9575,overhang,1
9569,overhanging,1
541,overhead,17
8609,overjoyed,1
9484,overlaid,1
6869,overlapped,1
6366,overlapping,1
8296,overlooked,1
8790,overly,2
3737,overnight,1
5016,overpowered,3
6528,overpowering,2
5729,overreact,1
1012,overriding,2
4729,overt,1
5295,overtaken,1
9531,overwhelm,1
349,overwhelmed,15
2541,overwhelming,3
1767,overwhelmingly,1
6480,owe,2
8833,owed,1
6870,owing,1
259,own,194
8643,owned,1
2308,owner,5
1688,owners,5
8585,ownership,1
8005,ox,2
7319,p,1
787,pace,17
4005,paced,6
7969,paces,4
4004,pacing,2
2378,pack,74
3023,package,2
4283,packed,2
5269,packs,9
3613,padded,1
3226,padding,1
7173,paddles,1
8471,page,6
2372,pages,2
1906,paid,8
319,pain,316
7624,pained,2
913,painful,20
920,painfully,16
6972,painstakingly,1
5436,paint,1
6130,painted,15
7234,painting,2
7478,paintings,1
4291,pair,9
5376,pairs,3
6000,palace,37
9720,palacewaiting,1
7551,palate,1
3139,pale,20
6990,paled,3
7680,pallid,1
3051,palm,17
4658,palms,9
8319,pan,2
4429,pandemonium,1
9117,panel,1
6124,panels,3
6135,panes,1
8829,pang,1
2675,panic,33
2826,panicked,4
5929,panicking,1
2729,panis,18
1182,panoramic,2
3861,pans,4
616,pant,6
8721,pantaloons,3
853,panted,6
3631,panting,18
4687,pants,26
8626,paper,2
3384,papers,10
9227,paragraph,2
8062,paralysis,2
8948,paralyze,1
1321,paralyzed,8
3116,parent,3
2723,parents,7
231,part,93
3301,parted,7
4528,partially,1
4733,participate,1
3333,particular,10
5791,particularly,3
2184,parting,2
9214,partition,2
9215,partitioned,1
1762,partly,6
5425,parts,2
930,partway,9
1490,party,10
1074,pass,82
6039,passage,5
9158,passages,2
8012,passageway,1
7127,passageways,3
291,passed,74
3081,passes,3
1110,passing,17
3549,passion,4
9051,passionately,2
1345,past,92
6819,paste,6
4694,pat,6
2333,patch,6
717,patches,7
8385,paten,1
593,path,70
8745,pathetic,1
4578,paths,3
2773,patience,4
6567,patient,4
7846,patiently,1
5754,patina,1
2715,patrol,3
7589,patrolled,1
7590,patrolling,1
8635,patrols,1
3608,patted,18
5679,patter,1
5775,pattern,5
9156,patterned,1
1563,patterns,7
2999,pause,9
1646,paused,23
8658,paved,1
4503,paw,2
7227,pawing,2
6267,pawn,2
8136,pawns,1
8564,paws,7
4177,pay,21
1174,paying,9
4227,payment,6
3938,payments,1
8351,pays,1
2016,peace,43
1129,peaceful,4
5407,peacefully,1
1551,peak,2
1186,peaks,9
7783,peal,5
9151,pear,3
9253,pearly,1
7612,pebble,2
9505,pebbles,1
6919,pecked,2
3208,peculiar,2
6127,pedestal,2
6165,pedestals,2
4649,peek,2
6946,peeked,4
8275,peeks,1
9190,peel,1
3451,peeled,2
8489,peeling,1
3455,peels,1
553,peered,25
3617,peering,9
8962,peg,4
5299,pelted,1
7279,penetrated,2
9476,penetrating,1
7996,pens,1
5003,pensive,1
6761,pentup,1
216,people,566
6609,peopleof,1
2105,peoples,56
6695,pepper,2
6650,peppers,3
8172,per,1
4167,perceive,1
7845,perceived,1
4945,perceiving,1
5150,perceptible,1
4165,perception,7
3837,perceptions,1
2269,perceptive,5
3400,perfect,2
3398,perfectly,5
7242,perform,2
9683,performance,1
7256,performed,1
1781,perhaps,33
2018,peril,4
4953,period,1
9296,periodic,1
4771,periodically,1
6945,periods,1
6381,peripheral,2
3050,perish,1
7942,perk,1
3445,perking,1
8237,permanent,1
8998,permanently,1
9010,permission,6
9136,permit,1
4059,permitted,4
9357,perpetual,2
2341,perplexed,3
3503,persistent,1
760,person,114
1647,personal,12
2381,personality,1
3789,personally,5
1477,persons,4
8415,perspective,1
8519,perspectives,1
8586,persuade,1
8469,pertinent,1
9041,perverse,1
4999,perversion,1
3464,pestle,2
9497,pests,1
8901,pet,30
5982,petal,6
5987,petals,2
7614,pets,6
9016,petthe,1
2983,petty,2
6297,pewter,1
7391,phalanx,1
3411,phantoms,1
2711,pick,34
1885,picked,83
9443,picketed,1
2197,picking,18
3559,picks,3
4046,picture,8
2853,pictured,3
2876,pictures,6
4867,picturing,1
6292,pie,4
1895,piece,65
1898,pieces,17
3701,pierce,1
8245,pierced,2
6829,piercing,7
1823,pies,1
1863,pig,1
5619,pike,1
7585,pikes,1
5449,pile,7
1795,piled,4
7645,piles,4
6005,pillar,1
5938,pillars,2
9128,pillow,1
9085,pillows,2
6852,pin,1
7878,pinch,1
6959,pinched,3
859,pine,57
2337,pinecone,1
1111,pines,8
2517,pink,13
2495,pinkish,1
2441,pinks,1
4501,pinned,3
9664,pinning,1
4851,pins,1
5453,pipe,1
2588,pit,9
4309,pitch,8
4480,pitched,1
5540,pitcher,2
4316,pitchforks,2
7352,pitching,1
9091,pitted,1
7027,pity,2
874,place,202
529,placed,28
725,places,48
3387,placing,5
8126,plague,4
3231,plain,15
6527,plains,7
4267,plaintive,1
1063,plan,28
307,plank,3
5455,planks,2
4304,planned,7
5798,planning,2
1964,plans,4
491,plant,4
4152,planted,6
2613,plants,7
151,plantsif,1
6580,plaster,1
6129,plastered,2
1855,plate,27
9267,plateau,11
1869,plates,11
1973,platform,10
7155,platforms,1
7514,platter,1
1798,platters,3
922,play,37
1745,played,8
9647,player,1
1842,playful,2
398,playing,9
7425,playmate,9
7016,plead,1
2104,pleading,11
4431,pleas,2
4919,pleasant,19
6289,pleasantly,1
1876,please,185
3774,pleased,28
6736,pleases,1
2947,pleasure,14
3846,pledge,8
6505,pledged,2
709,plenty,4
7007,plight,1
8034,plink,3
3607,plopped,3
7039,plopping,1
1676,plot,5
1665,plots,2
8154,plotting,1
9106,plow,1
3667,plowed,1
2265,plucked,3
7975,plug,1
1223,plummeted,2
7416,plump,1
2078,plunge,3
5970,plunged,4
6539,plunging,1
3337,plunked,2
6731,plus,1
4673,poach,1
342,pocket,46
4425,pockets,5
6087,pockmarked,4
6050,pockmarks,1
55,pods,2
1718,point,73
1018,pointed,69
8446,pointhe,1
1019,pointing,16
6939,points,5
3163,poison,27
7822,poisoned,2
3287,poisonous,4
2884,poke,3
525,poked,6
2533,poking,6
5429,pole,14
5426,poles,11
7239,polish,1
4352,polished,21
7236,polishing,1
6518,polite,6
6878,politely,4
2904,political,5
2960,pompous,2
3136,pond,6
2926,ponder,3
3474,pondered,1
7839,pondering,1
4264,ponds,1
2629,pool,7
7735,pools,2
5575,poor,6
8908,pop,2
5359,poplar,1
5366,poplars,1
2818,popped,7
3647,popping,2
3185,porch,7
8642,porcupine,1
1862,pork,3
8488,porridge,5
4702,port,6
5906,portion,3
9160,poses,1
687,position,15
5996,positions,3
1990,positively,1
8391,possess,1
5226,possessed,2
7378,possession,2
2347,possessions,1
3923,possibility,4
1405,possible,27
3341,possibly,3
3545,post,12
9444,posted,1
9188,posture,2
2627,pot,21
3746,potato,3
1802,potatoes,2
5636,potential,1
4358,potion,2
5880,potions,1
7328,pots,5
6588,pottery,6
7466,potty,2
953,pouch,31
9614,pouchful,1
2511,pounce,3
4492,pounced,1
2126,pounded,23
628,pounding,14
7323,pour,1
2691,poured,12
3460,pouring,5
4645,pout,3
4643,pouted,1
3476,powder,3
3462,powders,3
2678,power,240
422,powerful,27
4066,powerfully,4
8596,powerless,2
4403,powers,4
9280,practical,1
7526,practice,3
8803,practices,1
4021,practitioner,1
4665,praised,2
2208,pray,1
2856,prayed,1
7873,prayer,1
6776,prayers,2
9645,precaution,2
9648,precedence,1
4418,precious,17
7738,precipice,1
2758,precise,3
3821,precisely,4
9640,precision,1
4899,predators,2
7828,predecessor,2
9331,predicament,1
2667,predicting,1
3600,prefer,3
7237,preference,1
254,preferred,4
9628,premature,1
6589,preparation,1
4281,preparations,5
2674,prepare,9
1221,prepared,17
2061,preparing,5
5741,prerequisite,1
3949,presence,15
6001,present,9
7838,presented,3
8538,presenting,1
6632,preserve,2
3374,preserved,2
416,preside,2
2564,press,7
1091,pressed,46
3819,pressing,12
2705,pressure,12
749,prestige,1
9536,presume,1
3548,pretend,9
1427,pretended,7
8079,pretending,2
3926,pretense,3
9018,pretext,1
8315,prettiest,3
1458,pretty,62
4097,prevail,3
3692,prevent,16
3925,prevented,5
4493,preventing,3
8344,prevents,2
7657,previous,2
4483,prey,4
4176,price,15
8774,prices,1
2488,pricked,1
5282,pricking,1
1522,prickles,1
9251,prickling,1
5300,pricks,1
4423,pride,9
4886,pried,2
4106,primal,1
7424,primping,1
7404,princess,196
7444,princesss,14
6493,principle,1
6368,print,2
962,prints,2
4295,priorities,1
9616,prismatic,1
8595,prison,5
4098,prisoner,3
5869,prisoners,6
8160,prisons,2
3427,private,6
6956,privilege,4
3928,privileged,2
9060,privileges,1
5394,prize,2
2370,prized,1
9622,prizes,1
7382,probability,1
1139,probably,28
6214,probed,2
7283,probing,3
1968,problem,33
3985,problems,13
3261,procedure,3
5154,proceeded,3
6009,process,2
6526,procession,3
5441,proclaimed,5
3197,proclaiming,1
8370,prodded,1
7704,prodding,1
7574,product,1
6517,professional,1
9642,proficiency,1
7561,profit,4
8590,profitable,1
3193,profound,2
9009,profusely,1
5342,progress,3
3223,projections,5
9177,prolonged,1
7245,prolonging,3
2194,prominence,2
1864,promise,64
2575,promised,28
3430,promises,4
9019,pronounce,1
3191,pronounced,3
4270,pronouncement,1
3266,pronouncements,1
2307,proof,5
3306,proper,28
3079,properly,10
8350,property,2
8406,prophecies,30
3357,prophecy,15
2665,prophet,2
9524,prophets,3
3567,propose,2
5848,propped,4
2534,propping,1
5485,proprietor,6
8941,prospect,1
8284,prosperity,1
2030,protect,122
1471,protected,20
6408,protecting,10
1493,protection,35
8602,protective,2
3297,protectively,10
6901,protector,2
3516,protectors,1
4243,protects,2
7294,protest,5
3686,protested,11
3164,protesting,2
8553,protocol,1
1272,proud,34
115,proudly,7
2320,prove,16
2684,proved,6
3194,proven,5
8072,proverb,1
6148,proves,2
2873,provide,5
4298,provided,4
8420,provides,1
6132,providing,2
2672,proving,1
4282,provisions,4
9493,provoke,1
4896,prowl,1
8636,prowled,1
9379,prowling,1
5221,pry,2
7036,prying,1
4634,public,4
2943,publicly,1
303,puddles,6
7433,pudgy,1
9430,puff,3
6705,puffed,5
9316,puffing,2
8243,puffy,2
459,pull,38
421,pulled,219
9104,pulley,1
1425,pulling,65
8847,pulls,2
3262,pulse,4
2525,pulsing,2
6397,pumped,2
4826,punctuated,1
5452,pungent,1
8327,punish,8
8317,punished,8
4232,punishes,1
2909,punishment,13
9023,punishments,1
6288,pup,1
9050,pupils,1
4670,pups,2
3669,pure,4
4175,purple,4
479,purplish,1
921,purpose,33
8812,purposefully,2
4611,purring,3
9346,pursed,1
4874,pursue,1
876,pursuers,2
4750,pursuit,1
4345,push,15
681,pushed,99
5055,pushes,1
1148,pushing,21
172,put,506
8242,putrid,1
7685,putridsmelling,1
3890,puts,4
1131,putting,47
8158,putto,1
3488,puzzled,8
4287,puzzlement,2
8083,puzzling,1
9452,q,2
1507,quad,48
9229,quadrant,2
3529,quads,10
3551,quake,1
4420,quaking,1
3971,qualified,3
3539,qualities,4
5677,quality,3
5589,quarrel,1
2551,quarry,4
5607,quarter,2
8017,quarters,17
2997,queen,175
7422,queens,60
5237,quell,1
5626,quenched,1
6265,quenching,1
5435,queries,1
3965,quest,6
1034,question,94
7267,questioned,2
8806,questioner,1
3783,questioning,5
2570,questions,39
844,quick,55
6272,quicken,2
6769,quickened,1
9047,quickening,2
9043,quicker,1
856,quickly,54
3679,quickness,3
4217,quicksand,1
1128,quiet,59
6834,quieted,1
4214,quieter,3
2327,quietly,30
3590,quit,2
1540,quite,37
2819,quiver,2
6178,quivered,5
6190,quivering,5
8369,quoted,1
1000,r,3717
2512,rabbit,11
4669,rabbits,5
8212,rabbitthe,1
4344,rabble,1
5935,race,1
820,raced,24
7407,rachel,278
7406,rachels,22
3413,racing,6
1126,racket,1
6810,radiating,3
3154,raft,1
5482,rag,3
1380,rage,73
2748,raged,5
625,ragged,11
7300,raging,2
7484,rags,1
2288,rahl,891
4451,rahlisnt,1
2780,rahls,84
8965,rahlthat,1
7851,rail,1
9485,railed,2
7025,railing,1
8706,railings,1
606,rain,70
5048,rained,6
5416,raining,1
4360,rains,15
5379,rainwater,6
2874,raise,9
1475,raised,28
3588,raising,10
4489,raked,5
1546,rakes,1
9386,raking,1
8421,rally,2
252,rambling,1
9558,rammed,1
3173,ramp,1
8288,rampage,1
8690,rampart,1
8686,ramps,1
5431,ramshackle,2
5531,randy,14
5559,randys,2
5603,rang,8
8362,rangshada,8
5522,rank,8
8177,rankles,1
8104,ranks,5
2348,ransacked,1
5622,rape,2
8298,raped,5
4471,rapid,5
2539,rapidly,4
4247,rapped,2
7494,rapping,1
4410,rapt,1
983,raptors,1
6405,rapture,2
214,rare,22
265,rarely,10
8572,rarelymost,1
5725,rasp,6
5680,rasped,3
5799,raspier,1
5676,raspy,6
9124,rastin,3
785,rather,43
4049,rational,2
5525,rationality,1
5766,rattle,4
5764,rattled,2
9437,rattling,1
1125,raucous,1
1127,ravens,3
1109,ravines,1
1810,raw,2
2404,rays,3
8990,razorsharp,2
394,reach,70
444,reached,164
3317,reachedup,1
706,reaches,4
2548,reaching,21
2475,react,3
2949,reacted,4
6443,reacting,1
3593,reaction,5
3585,reactions,1
3008,read,20
1165,reader,6
4071,readiness,1
3379,reading,10
4128,readjust,1
2053,ready,40
400,real,64
3945,reality,3
4448,realization,9
2869,realize,8
449,realized,94
5053,realizes,1
3365,realizing,3
645,really,103
7669,reappear,1
3800,reappeared,1
778,reappearing,1
4583,rear,4
6170,reared,4
9388,rearrange,1
3501,rearranged,6
286,reason,97
6450,reasonably,2
2807,reasoned,9
4079,reasoning,3
2955,reasons,17
9181,reassigning,1
1204,reassurance,8
1059,reassure,10
6223,reassured,1
1487,reassuring,9
3428,reassuringly,9
4293,rebuff,1
8997,recall,3
7386,recalled,3
1407,recalling,1
1605,receding,1
2683,received,5
5747,receiving,1
9305,recent,1
5969,recently,1
9260,receptacle,1
6345,recipe,1
7132,recite,6
5900,recited,2
9634,reciting,1
7018,recklessly,1
8205,reclaimed,1
6028,recognition,4
3678,recognizable,3
3998,recognize,19
1750,recognized,32
8045,recognizedthey,1
3533,recognizes,1
8522,recognizing,1
2636,recoil,1
6372,recoiled,4
7776,recoiling,1
5710,reconsidered,2
1761,recounted,1
2948,recounting,1
3702,recover,12
6321,recovered,7
7355,recovering,1
5380,recreate,1
5998,recruits,1
480,red,127
8719,redandyellow,2
5523,redden,1
6096,reddened,3
4173,reddish,2
9212,redeem,1
7713,redeeming,1
2989,redemption,1
4346,redfaced,3
5495,redhaired,7
7796,redirected,1
3465,reds,2
4568,reduced,3
5362,reed,4
9345,reeds,5
7682,reeked,1
5239,reeled,2
7779,reeling,1
3930,reference,2
8381,refilled,1
7550,refined,1
2469,reflected,13
4308,reflecting,8
5391,reflections,1
6909,reflective,1
6969,reflex,2
8895,refocused,1
8517,reformed,1
8452,refreshed,2
3133,refuge,3
8520,refugees,1
9460,refusal,1
9710,refuse,1
2912,refused,9
5193,refusing,1
1960,regain,5
1512,regained,6
6098,regaining,2
972,regally,1
7198,regard,1
5742,regarded,18
6179,regarding,1
4984,regardless,2
8269,regina,2
8271,reginas,1
4326,regret,10
6456,regretted,2
7932,regroup,1
532,regrow,1
8044,regular,8
7273,rehearsed,1
8048,reid,5
2731,reign,3
5554,reimbursed,1
2418,rein,2
5114,reined,1
6871,reinforced,1
4823,reining,1
4806,reins,14
6767,reject,1
1150,rejected,1
4840,rejoined,3
